WithdrawalHistory(WH),RepeatHistory(RH),MaritalStatus(MS),Gender(GND),Age,District(DSRCT),Religion(RLGN),StudentType(ST),ProgrammeCode(PC),EmploymentStatus(ES),ODLCenter(OC),DisabilityIndicator(DI),Vulnarability(VNBLT),IncomeSource(IS),CurrentResidence(CR),Target
No,No,SINGLE,M,31,NTCHEU,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,23,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,34,BALAKA,Christian,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,33,NSANJE,Christian,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,36,LILONGWE,Christian,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,27,CHILADZULU,christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,24,CHILADZULU,Christian,GENERIC,BABM,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,25,ZOMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,27,PHALOMBE,,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,26,ZOMBA,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,30,DOWA,Christian,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,24,PHALOMBE,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,23,SALIMA,islam,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,28,LILONGWE,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,24,BALAKA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,32,MULANJE,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,25,ZOMBA,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,27,PHALOMBE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,28,MZIMBA,christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,0,KASUNGU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,31,ZOMBA,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,32,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,BALAKA,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,28,RUMPHI,Christian,GENERIC,BAAE,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,26,MULANJE,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,25,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,32,CHILADZULU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,MACHINGA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,0,NENO,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,32,MZIMBA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,CHITIPA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,23,CHILADZULU,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,31,PHALOMBE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,LIKOMA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,24,DOWA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,28,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,SALIMA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,0,KASUNGU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,27,MZIMBA,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,29,DOWA,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,29,LILONGWE,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,0,KARONGA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,0,MZIMBA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,28,BALAKA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,24,CHIKWAWA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,0,MZIMBA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,29,PHALOMBE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,25,NTCHISI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,MZIMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,35,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,27,SALIMA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,26,NTCHEU,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,28,NSANJE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,24,MULANJE,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,26,NSANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,25,RUMPHI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,26,MANGOCHI,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,26,CHITIPA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,32,CHIKWAWA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,27,CHILADZULU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,23,RUMPHI,,GENERIC,BEXT,Not Employed,MZUZU,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,33,CHIKWAWA,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,SINGLE,M,24,MANGOCHI,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,KASUNGU,,GENERIC,BABM,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,29,LILONGWE,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,RUMPHI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,NTCHEU,,GENERIC,BABM,Not Employed,BLANTYRE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,0,NTCHISI,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,SALIMA,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,25,PHALOMBE,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,0,DEDZA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,33,ZOMBA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,24,CHILADZULU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,24,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,27,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,29,CHITIPA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,34,MCHINJI,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,22,MACHINGA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,24,BALAKA,,GENERIC,BABM,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,28,CHILADZULU,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,26,KARONGA,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,27,BLANTYRE,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,CHIKWAWA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,25,CHIKWAWA,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,23,RUMPHI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,35,THYOLO,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,26,MZIMBA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,32,NTCHEU,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,26,CHILADZULU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,36,BLANTYRE,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,No,SINGLE,M,0,NKHATA-BAY,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,27,DOWA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Dropped
No,No,SINGLE,M,28,NTCHEU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,24,KASUNGU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,25,MCHINJI,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,29,NTCHEU,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,27,NKHOTAKOTA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,22,KASUNGU,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,27,SALIMA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,29,NENO,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,26,DOWA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,29,MWANZA,,GENERIC,BEXT,Not Employed,BLANTYRE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,SINGLE,M,29,MULANJE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,26,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,27,SALIMA,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,32,MCHINJI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,0,THYOLO,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,THYOLO,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,27,THYOLO,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,26,NKHATA-BAY,,MATURE,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,27,MZIMBA,,MATURE,BABM,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,33,NTCHEU,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,0,NTCHEU,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,35,KARONGA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,32,RUMPHI,,MATURE,BAAE,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,31,NTCHISI,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,27,MULANJE ,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,25,CHILADZULU,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,30,MANGOCHI,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,28,BLANTYRE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,26,RUMPHI,,MATURE,BABM,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,26,RUMPHI,,MATURE,BAGI,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,33,CHIKWAWA,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,30,LILONGWE,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,26,NTCHEU,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,27,ZOMBA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,CHITIPA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,26,NTCHEU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,25,DEDZA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,Scholarship,I stay around the centre,Not Dropped
No,No,SINGLE,M,27,DEDZA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,SINGLE,M,26,NTCHEU,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,23,DEDZA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,23,MWANZA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,No,SINGLE,M,29,THYOLO,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,25,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,24,RUMPHI,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,26,DOWA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,27,DEDZA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,RUMPHI,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,33,LILONGWE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,22,SALIMA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,31,CHIKWAWA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,22,CHIKWAWA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,26,MZIMBA,,GENERIC,BAAE,Not Employed,,No disability,Orphans,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,24,BALAKA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,26,RUMPHI,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,28,BALAKA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,MWANZA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,26,MULANJE,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,24,CHIKWAWA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,24,LILONGWE,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,CHITIPA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,25,CHIKWAWA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,24,NTCHEU,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,27,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,27,NTCHISI,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,22,NSANJE,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,22,NENO,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,30,LILONGWE,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,24,MZIMBA,,GENERIC,BEXT,Not Employed,,No disability,Orphans,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,30,KARONGA,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,22,CHITIPA,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,26,NTCHISI,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,29,LILONGWE,,MATURE,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,26,MPONELA,,MATURE,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,27,ZOMBA,,MATURE,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,29,THYOLO,,MATURE,BAGI,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,25,ZOMBA,,MATURE,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,33,NSANJE,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,No,SINGLE,M,27,DEDZA,,MATURE,BEXT,Not Employed,,,,,,Dropped
No,No,SINGLE,M,29,KASUNGU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,24,CHITIPA,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,27,NTCHEU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,23,MZIMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,27,LILONGWE,,GENERIC,BABM,Not Employed,LILONGWE,SINGLE disability not listed here,Vulnerability Youth,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,26,NTCHISI,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,24,MULANJE,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,23,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,25,BALAKA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,22,MWANZA,,GENERIC,BABM,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,22,RUMPHI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,25,BLANTYRE,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,24,MULANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,23,BLANTYRE,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,33,KASUNGU,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,27,DEDZA,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,21,SALIMA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,28,NENO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,21,CHILADZULU,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,29,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,28,MULANJE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,28,THYOLO,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,SINGLE,M,24,DOWA,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,28,MZIMBA,,GENERIC,BAAE,Not Employed,MZUZU,SINGLE disability not listed here,Person with disability,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,26,ZOMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,SINGLE,M,24,MANGOCHI,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,27,MCHINJI,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,28,KASUNGU,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,SINGLE,M,31,DEDZA,,MATURE,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,22,RUMPHI,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,31,NSANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,27,RUMPHI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,26,DEDZA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,22,CHIKWAWA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,SINGLE,M,26,NKHOTAKOTA,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,26,KASUNGU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,29,KASUNGU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,21,CHITIPA,,GENERIC,BABM,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,SINGLE,M,33,KASUNGU,,MATURE,BABM,Not Employed,MZUZU,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,31,CHITIPA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,25,NKHATA-BAY,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,22,MZIMBA,,GENERIC,BEXT,Not Employed,MZUZU,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,24,DOWA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,SINGLE,M,0,MZIMBA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Not Dropped
No,No,SINGLE,M,23,KARONGA,,GENERIC,BEXT,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,SINGLE,M,24,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,SINGLE,M,23,CHITIPA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,SINGLE,M,26,CHITIPA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Not Dropped
